1WPmedium_1DBmedium , author , 0020 , 30.602272727272727 , 137 , 17 , 8079 , .21042208194083426166 , 497
1WPmedium_1DBmedium , author , 0040 , 53.67687074829932 , 245 , 33 , 15781 , .20911222355997718775 , 808
1WPmedium_1DBmedium , author , 0060 , 65.6005291005291 , 585 , 40 , 24797 , .16130983586724200508 , 1373
1WPmedium_1DBmedium , author , 0080 , 68.98301486199576 , 1207 , 62 , 32491 , .19082207380505370718 , 2219
1WPmedium_1DBmedium , author , 0100 , 70.61092150170649 , 1855 , 67 , 41378 , .16192179419014935472 , 3312
1WPmedium_1DBmedium , author , 0120 , 71.03115727002967 , 2417 , 938 , 47875 , 1.95926892950391644908 , 4122
1WPmedium_1DBmedium , author , 0140 , 72.78191489361703 , 2671 , 2116 , 54732 , 3.86611123291675802090 , 4618
1WPmedium_1DBmedium , author , 0160 , 73.05504587155963 , 3035 , 1643 , 63704 , 2.57911591108878563355 , 5383
1WPmedium_1DBmedium , author , 0180 , 72.66127401415571 , 3381 , 2350 , 71862 , 3.27015668920987448164 , 5887
1WPmedium_1DBmedium , author , 0200 , 75.74389051808407 , 3437 , 5594 , 77486 , 7.21936866014505846217 , 6178
1WPmedium_1DBmedium , author , 0220 , 70.11038430089943 , 3479 , 4721 , 85745 , 5.50586040002332497521 , 6278
1WPmedium_1DBmedium , author , 0240 , 80.80442804428044 , 3563 , 7876 , 87592 , 8.99168873869759795415 , 6778
1WPmedium_1DBmedium , author , 0260 , 80.55453788509575 , 3682 , 9062 , 96746 , 9.36679552643003328302 , 7148
1WPmedium_1DBmedium , author , 0280 , 83.62668784749802 , 3679 , 11341 , 105286 , 10.77161256007446384134 , 7238
1WPmedium_1DBmedium , author , 0300 , 86.48459616985845 , 3780 , 13850 , 103868 , 13.33423190973158239303 , 7230
1WPmedium_1DBmedium , author , 0320 , 83.82599118942731 , 3874 , 15193 , 114171 , 13.30723213425475821355 , 7675
1WPmedium_1DBmedium , author , 0340 , 83.1194659170766 , 3973 , 15499 , 118279 , 13.10376313631329314586 , 7736
1WPmedium_1DBmedium , author , 0360 , 86.35740072202167 , 3972 , 19432 , 119605 , 16.24681242422975628109 , 8112
1WPmedium_1DBmedium , author , 0380 , 85.89477124183007 , 3879 , 17892 , 131419 , 13.61446974942740395224 , 8065
1WPmedium_1DBmedium , author , 0400 , 89.07544581618656 , 3922 , 20973 , 129872 , 16.14897745472465196501 , 8310
1WPmedium_1DBmedium , editor , 0020 , 26.261682242990656 , 163 , 0 , 5620 , 0 , 491
1WPmedium_1DBmedium , editor , 0040 , 48.034188034188034 , 287 , 0 , 11240 , 0 , 846
1WPmedium_1DBmedium , editor , 0060 , 55.46052631578947 , 781 , 0 , 16860 , 0 , 1590
1WPmedium_1DBmedium , editor , 0080 , 60.59299191374663 , 1438 , 0 , 22480 , 0 , 2249
1WPmedium_1DBmedium , editor , 0100 , 62.030905077262695 , 2114 , 46 , 28100 , .16370106761565836298 , 3113
1WPmedium_1DBmedium , editor , 0120 , 62.80761904761905 , 2722 , 505 , 32974 , 1.53150967428883362649 , 4125
1WPmedium_1DBmedium , editor , 0140 , 62.68627450980392 , 3211 , 833 , 38364 , 2.17130643311437806276 , 5229
1WPmedium_1DBmedium , editor , 0160 , 63.72069464544139 , 3478 , 1578 , 44031 , 3.58383865912652449410 , 5662
1WPmedium_1DBmedium , editor , 0180 , 65.27941176470588 , 3706 , 2084 , 48829 , 4.26795551823711319093 , 6029
1WPmedium_1DBmedium , editor , 0200 , 65.015606242497 , 4083 , 3152 , 54158 , 5.82000812437682336866 , 6896
1WPmedium_1DBmedium , editor , 0220 , 67.03386004514672 , 4084 , 3885 , 59392 , 6.54128502155172413793 , 6780
1WPmedium_1DBmedium , editor , 0240 , 68.21961620469084 , 4240 , 5076 , 63990 , 7.93248945147679324894 , 7128
1WPmedium_1DBmedium , editor , 0260 , 70.148033126294 , 4269 , 6577 , 67763 , 9.70588669332821746380 , 7439
1WPmedium_1DBmedium , editor , 0280 , 72.35401831129197 , 4239 , 7314 , 71124 , 10.28344862493673021764 , 7415
1WPmedium_1DBmedium , editor , 0300 , 73.79716981132076 , 4278 , 9421 , 78225 , 12.04346436561201661872 , 7671
1WPmedium_1DBmedium , editor , 0320 , 74.24508886810104 , 4429 , 10499 , 79368 , 13.22825320028222961395 , 7955
1WPmedium_1DBmedium , editor , 0340 , 71.29083333333334 , 4593 , 10321 , 85549 , 12.06443091093992916340 , 8459
1WPmedium_1DBmedium , editor , 0360 , 77.21020761245674 , 4336 , 13290 , 89255 , 14.88992213321382555599 , 7964
1WPmedium_1DBmedium , editor , 0380 , 76.1264367816092 , 4557 , 14005 , 92722 , 15.10429024395504842432 , 8610
1WPmedium_1DBmedium , editor , 0400 , 78.60769860769861 , 4591 , 15190 , 95980 , 15.82621379454052927693 , 8641
1WPmedium_1DBmedium , shopmanager , 0020 , 33.36241610738255 , 97 , 16 , 9942 , .16093341380004023335 , 331
1WPmedium_1DBmedium , shopmanager , 0040 , 61.54320987654321 , 196 , 30 , 19940 , .15045135406218655967 , 717
1WPmedium_1DBmedium , shopmanager , 0060 , 74.29177057356608 , 500 , 42 , 29791 , .14098217582491356449 , 1254
1WPmedium_1DBmedium , shopmanager , 0080 , 76.92814371257485 , 1026 , 66 , 38541 , .17124620533976803923 , 2025
1WPmedium_1DBmedium , shopmanager , 0100 , 80.97723577235773 , 1564 , 196 , 49801 , .39356639424911146362 , 2983
